nb_links,length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolon,nb_dollar,nb_www,nb_com,nb_dslash,ratio_digits_url,is_phish
1,98,26,2,2,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0.255102041,1
22,396,242,22,22,0,0,0,0,0,0,0,44,0,22,0,0,0,0,0,0,0,0
3,210,72,6,3,0,0,0,0,0,0,0,21,0,3,0,0,0,0,3,0,0.171428571,1
22,1496,330,88,0,0,0,0,0,0,0,0,154,0,22,0,0,0,0,22,0,6.14705883,0
3,162,33,6,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0.500000001,1
16,560,432,32,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,16,0,0,0
5,140,95,10,0,0,0,0,0,0,0,0,15,0,5,0,0,0,5,5,0,0,0
2,220,24,6,2,0,0,0,0,0,0,0,26,0,2,0,0,0,2,0,0,0.09090909,1
1,52,17,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,1,0,0,1
4,88,56,8,4,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
1,80,37,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,1
1,58,40,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0.034482759,1
2,272,26,10,0,2,2,2,0,4,0,0,8,0,2,0,0,0,2,6,0,0.367647058,1
3,90,57,3,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
4,272,148,20,12,0,0,0,0,0,0,0,16,0,4,0,0,0,0,4,0,0.352941176,1
1,26,12,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
18,594,432,36,0,0,0,0,0,0,0,0,54,0,18,0,0,0,0,18,0,0,0
4,176,88,12,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,4,0,0,1
4,264,88,8,4,0,4,4,0,8,0,0,12,0,4,0,0,0,0,4,0,0.363636364,1
1,37,29,2,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1
19,1026,285,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,0,19,0,0,0
12,396,144,24,0,0,12,0,0,0,0,0,36,0,12,0,0,0,12,12,0,2.545454544,0
2,154,46,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,2,0,0.545454546,1
6,138,96,18,0,0,0,0,0,0,0,0,12,0,6,0,0,0,6,0,0,0,0
1,141,48,2,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0.319148936,1
23,483,299,46,0,0,0,0,0,0,0,0,69,0,23,0,0,0,23,0,0,0,0
10,240,160,20,0,0,0,0,0,0,0,0,30,0,10,0,0,0,10,0,0,0,0
2,250,100,8,2,0,2,4,0,6,0,0,8,0,2,0,0,0,0,4,0,0.288,1
29,754,493,58,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,0,0,0,0
1,128,50,4,1,0,1,2,0,3,0,0,5,0,1,0,0,0,0,2,0,0.1484375,1
20,540,360,60,0,0,0,0,0,0,0,0,60,0,20,0,0,0,20,0,0,0,0
3,99,72,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
1,64,26,3,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,1
7,231,168,14,0,0,0,0,0,0,0,0,21,0,7,0,0,0,7,7,0,0,0
1,83,19,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,1,0,0,1
3,120,99,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0.075,1
16,240,96,16,0,0,0,0,0,0,0,0,48,0,16,0,0,0,0,0,0,0,0
15,300,165,30,0,0,0,0,0,0,0,0,45,0,15,0,0,0,15,0,0,0,0
2,558,32,6,16,0,2,2,0,4,0,6,10,0,2,0,2,0,0,2,0,0.46594982,1
12,660,288,36,0,0,0,0,0,0,0,0,60,0,12,0,0,0,0,0,0,0,0
26,1456,468,52,78,0,0,0,0,0,0,0,130,0,26,0,0,0,26,26,0,0,0
27,594,405,54,0,0,0,0,0,0,0,0,54,0,27,0,0,0,0,27,0,4.909090914,0
20,1400,340,40,20,0,0,0,0,0,0,0,120,0,20,0,0,0,20,20,0,0,0
27,702,513,27,0,0,0,0,0,0,0,0,54,0,27,0,0,0,0,0,0,0,0
26,2756,468,26,234,0,0,0,0,0,0,0,104,0,26,0,0,0,0,26,0,2.69811321,0
1,44,11,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
9,450,90,27,0,0,0,0,0,0,0,0,54,0,9,0,0,0,9,0,0,0.72,0
1,104,17,3,1,1,1,0,0,1,0,0,10,0,1,0,0,0,0,1,0,0,1
16,2432,208,32,320,0,0,0,0,0,0,0,48,0,16,0,0,0,16,16,0,0,0
23,598,414,46,0,0,0,0,0,0,0,0,69,0,23,0,0,0,23,23,0,0,0
15,780,300,30,45,0,0,0,0,0,0,0,60,0,15,0,0,0,15,15,0,0.57692307,0
2,60,46,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0.066666666,1
3,159,120,12,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
1,34,12,4,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.264705882,1
13,715,247,13,39,0,0,0,0,0,0,0,52,0,13,0,0,0,0,13,0,0,0
17,901,340,51,0,0,17,0,0,17,0,0,51,0,17,0,0,0,17,0,0,0.962264158,0
6,204,150,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
1,45,29,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,1
9,630,153,18,27,0,0,0,0,0,0,0,45,0,9,0,0,0,9,9,0,0,0
4,176,60,12,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,1
3,93,72,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0.193548387,1
26,832,624,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
22,968,330,44,44,0,0,0,0,0,0,0,66,0,22,0,0,0,22,22,0,0,0
4,168,60,8,0,0,0,0,0,0,0,0,20,0,4,0,0,0,4,4,0,0,1
19,1197,437,57,19,0,19,19,0,38,0,0,76,0,19,0,0,0,0,0,0,2.412698413,0
20,700,560,40,20,0,0,0,0,0,0,0,40,0,20,0,0,0,0,20,0,0,0
14,406,308,28,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,14,0,0,0
7,504,119,7,21,0,0,0,0,0,0,0,35,0,7,0,0,0,0,7,0,0,0
29,2407,464,87,58,0,0,0,0,0,29,87,145,0,29,0,0,0,29,0,0,2.445783121,0
8,192,128,16,0,0,0,0,0,0,0,0,24,0,8,0,0,0,8,8,0,0,0
28,2436,392,56,196,0,0,0,0,0,0,0,112,0,28,0,0,0,28,28,0,1.931034476,0
1,128,50,4,1,0,1,2,0,3,0,0,5,0,1,0,0,0,0,2,0,0.1328125,1
17,918,306,34,0,0,0,0,0,0,0,0,102,0,17,0,0,0,17,17,0,0,0
1,27,9,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.296296296,1
4,312,156,16,8,4,4,4,0,8,0,0,12,0,4,0,4,0,0,0,0,1.282051284,1
4,240,80,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,4,4,0,1.133333332,1
12,264,156,12,0,0,0,0,0,0,0,0,36,0,12,0,0,0,0,0,0,0,0
3,372,138,15,0,0,3,6,0,9,0,0,15,0,3,0,0,0,3,6,0,0.459677418,1
4,212,140,8,12,0,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,1
4,124,88,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,1
3,96,72,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,3,0,0,1
19,1558,228,38,133,0,0,0,0,0,0,0,133,0,19,0,0,0,19,0,0,0,0
1,42,28,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
4,512,200,16,4,0,4,8,0,12,0,0,20,0,4,0,0,0,0,8,0,0.65625,1
16,432,288,32,0,0,0,0,0,0,0,0,48,0,16,0,0,0,16,0,0,0,0
19,513,342,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
2,152,34,2,2,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,1
21,1155,420,63,0,0,0,0,0,0,0,0,105,0,21,0,0,0,21,21,0,0,0
4,220,76,16,0,0,0,0,0,0,0,0,24,0,4,0,0,0,4,0,0,0.072727272,1
4,204,68,8,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0.313725492,1
21,840,399,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,0,0,0,0
3,96,30,3,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0,1
3,255,45,12,0,0,3,0,0,9,0,0,21,0,3,0,0,0,3,0,0,0.141176472,1
3,336,105,6,3,0,3,0,0,3,0,0,18,0,9,0,0,0,0,3,0,0.1875,1
19,893,304,38,0,0,0,0,0,0,0,0,76,0,19,0,0,0,0,0,0,0,0
1,31,20,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0.096774194,1
9,306,234,27,0,0,0,0,0,0,0,0,27,0,9,0,0,0,9,9,0,0,0
14,1386,350,42,42,0,0,0,0,0,0,0,84,0,14,0,0,0,14,14,0,0.14141414,0
8,832,104,24,0,0,0,0,0,0,0,0,64,0,8,0,0,0,8,8,0,0.615384616,0
3,114,69,6,0,0,0,0,0,0,0,0,12,0,3,0,0,0,3,3,0,0.315789474,1
1,47,26,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1
2,140,28,4,0,0,2,0,0,2,0,0,12,0,2,0,0,0,0,0,0,0.285714286,1
19,665,494,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
4,528,64,12,0,0,4,0,0,4,0,0,16,0,4,0,0,0,0,4,0,0.12121212,1
3,108,87,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0.083333334,1
29,1537,812,58,0,0,0,0,0,0,0,0,116,0,29,0,0,0,0,29,0,0,0
21,1890,483,63,126,0,0,0,0,0,0,0,84,0,21,0,0,0,21,21,0,1.166666676,0
24,816,312,48,48,0,0,0,0,0,0,0,72,0,24,0,0,0,24,24,0,0,0
4,172,84,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,4,4,0,0,1
2,76,58,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.052631578,1
17,391,238,34,0,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
4,100,64,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,1
3,333,54,6,12,0,0,0,0,0,0,0,18,0,3,0,0,0,0,3,0,0,1
1,56,38,5,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0.107142857,1
4,424,32,8,0,0,4,8,0,12,0,0,24,0,4,0,8,0,0,0,0,0,1
5,390,125,10,15,0,0,0,0,0,0,0,30,0,5,0,0,0,5,0,0,0.44871795,0
1,52,24,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1
1,76,50,4,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0.118421053,1
1,52,22,4,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0.038461538,1
21,798,273,63,21,0,0,0,0,0,0,0,63,0,21,0,0,0,21,21,0,1.105263159,0
21,1491,378,42,84,0,0,0,0,0,0,0,84,0,21,0,0,0,21,0,0,0,0
29,725,493,58,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,0,0,0,0
2,130,96,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.184615384,1
10,280,190,20,0,0,0,0,0,0,0,0,30,0,10,0,0,0,10,10,0,0,0
1,42,35,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
4,132,56,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.606060608,1
3,375,114,6,3,0,3,0,0,0,0,0,18,0,3,0,0,0,0,3,0,0,1
3,222,84,6,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,1.094594595,1
4,132,40,20,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,1
29,1363,464,87,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
4,108,68,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,4,0,0,0,1
2,58,20,2,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0.137931034,1
2,168,40,10,0,2,2,0,0,2,0,0,12,0,2,0,0,0,0,2,0,0.166666666,1
3,438,18,18,12,0,3,3,0,6,0,30,9,0,3,0,0,0,3,3,0,0.554794521,1
3,144,54,6,0,0,3,0,0,3,0,0,12,0,3,0,0,0,3,3,0,0.249999999,1
1,127,50,4,1,0,1,2,0,3,0,0,4,0,1,0,0,0,0,2,0,0.181102362,1
4,116,80,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,1
3,216,135,15,12,3,0,0,0,0,0,0,9,0,3,0,0,0,0,6,0,0.333333333,1
21,966,525,42,0,0,0,0,0,0,0,0,63,0,21,0,0,0,21,21,0,0,0
15,1155,240,45,0,0,0,0,0,15,0,15,90,0,15,0,0,0,15,15,0,0.194805195,0
14,574,238,28,0,0,0,0,0,0,0,0,56,0,14,0,0,0,0,0,0,0,0
29,812,609,58,0,0,0,0,0,0,0,0,58,0,29,0,0,0,0,29,0,0,0
1,127,50,4,1,0,1,2,0,3,0,0,4,0,1,0,0,0,0,2,0,0.078740157,1
13,572,338,26,0,0,0,0,0,0,0,0,52,0,13,0,0,0,0,0,0,0,0
30,1380,540,90,30,0,0,0,0,0,0,0,90,0,30,0,0,0,30,0,0,0,0
3,318,57,6,3,0,0,0,0,0,0,0,27,0,3,0,0,0,3,3,0,0.594339624,1
2,146,38,2,2,0,0,0,0,0,0,0,16,0,2,0,0,0,0,2,0,0,1
3,153,36,12,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0.529411764,1
6,420,132,12,24,0,0,0,0,0,0,0,24,0,6,0,0,0,6,12,0,0,0
6,150,102,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,6,6,0,0,0
27,594,378,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,27,0,1.227272715,0
2,174,42,4,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0.459770114,1
1,66,13,3,5,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.257575758,1
3,231,66,3,0,0,3,3,0,3,0,0,15,0,3,0,3,0,0,3,0,0.545454546,1
1,31,13,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1
2,58,30,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
4,208,100,8,4,0,0,0,0,0,0,0,16,0,4,0,0,0,4,0,0,0.230769232,1
10,240,150,20,0,0,0,0,0,0,0,0,30,0,10,0,0,0,10,0,0,0,0
17,1003,306,51,17,0,0,0,0,0,0,0,85,0,17,0,0,0,17,17,0,0,0
21,1617,294,42,126,0,0,0,0,0,0,0,126,0,21,0,0,0,21,0,0,1.636363638,0
1,28,20,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
1,56,21,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1
16,416,288,32,16,0,0,0,0,0,0,0,48,0,16,0,0,0,16,16,0,0,0
22,550,374,44,0,0,0,0,0,0,0,0,66,0,22,0,0,0,22,0,0,0,0
2,74,42,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0.27027027,1
14,546,266,56,0,0,0,0,0,0,0,0,42,0,14,0,0,0,14,0,0,0,0
25,650,425,75,0,0,0,0,0,0,0,0,75,0,25,0,0,0,25,0,0,0,0
25,425,250,25,0,0,0,0,0,0,0,0,50,0,25,0,0,0,0,0,0,0,0
1,57,10,2,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0.052631579,1
2,158,40,4,2,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0.151898734,1
1,49,27,3,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0.12244898,1
27,2592,270,54,216,0,0,0,0,0,0,0,135,0,27,0,0,0,0,27,0,0,0
30,1710,720,150,0,0,0,0,0,0,0,0,90,0,30,0,0,0,30,60,0,0,0
1,51,18,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1
1,99,37,4,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0.272727273,1
2,134,28,4,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,2,0,0,1
3,1383,78,15,6,0,3,0,0,3,0,0,27,0,3,0,0,0,0,3,0,1.268980476,1
3,801,639,42,0,3,0,0,0,0,0,0,18,0,3,0,0,0,0,3,0,0.539325843,1
10,890,130,30,40,0,0,0,0,0,0,0,100,0,10,0,0,0,10,10,0,0.6741573,0
1,46,18,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,0,0,1
18,972,360,54,36,0,0,0,0,0,0,0,54,0,18,0,0,0,18,0,0,0,0
1,66,20,3,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1
3,1386,78,15,6,0,3,0,0,3,0,0,27,0,3,0,0,0,0,3,0,1.266233766,1
3,252,69,6,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,3,0,0.249999999,1
2,44,30,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,2,0,0.09090909,1
16,768,256,32,32,0,0,0,0,0,0,0,96,0,16,0,0,0,16,16,0,0,0
23,1104,437,69,23,0,0,0,0,0,0,0,115,0,23,0,0,0,23,0,0,0,0
24,600,384,48,24,0,0,0,0,0,0,0,72,0,24,0,0,0,24,24,0,0,0
12,252,108,24,0,0,0,0,0,0,0,0,48,0,12,0,0,0,0,0,0,0,0
22,1122,330,44,132,0,0,0,0,0,0,0,66,0,22,0,0,0,22,22,0,0,0
23,966,322,69,0,0,0,0,0,0,0,0,115,0,23,0,0,0,0,0,0,2.738095237,0
5,150,110,5,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0
2,60,42,4,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,1
19,1102,418,57,0,0,0,0,0,0,0,0,76,0,19,0,0,0,19,19,0,0,0
4,140,56,4,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0,1
2,92,50,4,0,0,0,0,0,0,0,0,10,0,2,0,0,0,2,2,0,0,1
24,600,408,72,0,0,0,0,0,0,0,0,72,0,24,0,0,0,24,0,0,0,0
1,103,19,3,1,1,1,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0.077669903,1
4,156,80,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,0,1
27,675,459,54,0,0,0,0,0,0,0,0,81,0,27,0,0,0,27,27,0,0,0
3,378,42,12,9,0,0,0,0,0,0,0,30,0,3,0,0,0,3,3,0,0.11904762,1
29,1479,580,58,29,0,0,0,0,0,0,0,174,0,29,0,0,0,29,29,0,2.274509817,0
14,980,266,42,56,0,0,0,0,0,0,0,56,0,14,0,0,0,14,0,0,0,0
16,688,224,48,0,0,0,0,0,0,0,0,80,0,16,0,0,0,0,0,0,2.232558144,0
4,532,100,8,8,0,4,4,0,8,0,4,28,0,12,0,0,0,0,4,0,0.270676692,1
30,1350,480,60,0,0,0,0,0,0,0,0,120,0,30,0,0,0,0,0,0,0,0
3,129,105,12,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0.279069768,1
22,1496,396,44,66,0,0,0,0,0,0,0,110,0,22,0,0,0,22,22,0,1.617647064,0
12,852,276,36,12,0,0,0,0,0,0,0,48,0,12,0,0,0,12,12,0,0,0
24,648,456,48,0,0,0,0,0,0,0,0,72,0,24,0,0,0,24,0,0,0,0
1,57,18,1,0,0,1,0,0,1,0,1,4,0,1,0,0,0,0,1,0,0.105263158,1
15,405,225,30,0,0,0,0,0,0,0,0,60,0,15,0,0,0,15,15,0,0,0
4,464,168,16,0,0,4,8,0,12,0,0,16,0,4,0,0,0,0,8,0,0.655172412,1
29,1392,551,58,0,0,0,0,0,0,0,29,116,0,29,0,0,0,29,0,0,1.208333343,0
2,52,18,4,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0.23076923,1
13,455,338,26,0,0,0,0,0,0,0,0,39,0,13,0,0,0,13,13,0,0,0
4,472,64,20,0,4,8,0,0,8,0,0,28,0,8,0,0,0,4,8,4,0.372881356,1
17,816,221,34,0,0,0,0,0,0,0,0,102,0,17,0,0,0,17,17,0,1.770833339,0
4,204,80,12,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0.470588236,1
16,1376,528,16,96,0,0,0,0,0,0,0,80,0,16,0,0,0,0,16,0,0,0
1,56,37,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,1
26,1612,494,52,52,0,0,0,0,0,0,0,156,0,26,0,0,0,26,26,0,0,0
3,138,57,6,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,0.06521739,1
4,472,168,16,0,0,4,8,0,12,0,0,20,0,4,0,0,0,0,8,0,0.881355932,1
6,312,168,12,0,0,0,0,0,0,0,0,24,0,6,0,0,0,6,0,0,0,0
22,1936,440,44,110,0,0,0,0,0,0,0,132,0,22,0,0,0,0,22,0,0,0
3,168,69,3,15,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,1
19,475,304,38,0,0,0,0,0,0,0,0,57,0,19,0,0,0,19,19,0,0,0
29,609,348,58,0,0,0,0,0,0,0,0,87,0,29,0,0,0,29,29,0,0,0
12,408,324,24,12,0,0,0,0,0,0,0,24,0,12,0,0,0,0,12,0,0,0
16,1552,336,32,80,0,0,0,0,0,0,0,80,0,16,0,0,0,0,0,0,0,0
4,144,60,16,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0.222222224,1
1,59,23,2,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0.169491525,1
2,90,58,4,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,2,0,0.044444444,1
3,150,96,18,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
4,60,16,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.533333332,1
30,1440,450,60,60,0,0,0,0,0,0,0,150,0,30,0,0,0,30,30,0,0,0
2,68,52,4,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,1
24,768,312,48,0,0,0,0,0,0,0,0,120,0,24,0,0,0,0,0,0,0.75,0
12,288,180,24,0,0,0,0,0,0,0,0,36,0,12,0,0,0,12,12,0,0,0
20,380,240,40,0,0,0,0,0,0,0,0,40,0,20,0,0,0,0,20,0,0,0
27,2754,648,54,189,0,0,0,0,0,0,0,162,0,27,0,0,0,27,27,0,0,0
1,150,22,2,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,1,0,0.113333333,1
25,825,450,50,25,0,0,0,0,0,0,0,100,0,25,0,0,0,25,0,0,0,0
11,957,132,33,0,0,0,0,0,0,0,22,66,0,11,0,0,0,11,0,0,1.011494253,0
12,564,228,24,24,0,0,0,0,0,0,0,48,0,12,0,0,0,12,12,0,0,0
17,833,272,34,34,0,0,0,0,0,0,0,51,0,17,0,0,0,17,17,0,0,0
4,192,64,8,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,4,0,0.166666668,1
3,99,42,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0.181818183,1
3,222,57,9,3,0,0,0,0,0,0,0,27,0,3,0,0,0,3,0,0,0,1
4,420,148,12,4,0,4,0,0,4,0,0,28,0,4,0,0,0,0,4,0,0,1
20,860,280,60,0,0,0,0,0,0,0,0,100,0,20,0,0,0,0,0,0,2.79069768,0
6,396,48,12,0,0,0,0,0,0,0,18,30,0,6,0,0,0,0,0,0,0.909090912,0
3,261,51,6,3,0,0,0,0,0,0,0,27,0,3,0,0,0,3,3,0,0.068965518,1
1,48,21,3,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,0.041666667,1
4,168,136,8,4,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.38095238,1
1,126,38,2,1,0,1,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1
28,1512,448,84,84,0,0,0,0,0,0,0,84,0,28,0,0,0,0,28,0,0,0
16,640,416,48,0,0,0,0,0,0,0,0,64,0,16,0,0,0,0,16,0,0,0
1,127,50,4,1,0,1,2,0,3,0,0,4,0,1,0,0,0,0,2,0,0.173228346,1
3,153,60,6,3,0,0,0,0,0,0,0,18,0,3,0,0,0,3,3,0,0,1
12,324,216,24,0,0,0,0,0,0,0,0,36,0,12,0,0,0,12,12,0,0,0
14,770,266,28,42,0,0,0,0,0,0,0,70,0,14,0,0,0,14,14,0,0,0
21,1680,672,84,63,0,0,0,0,0,21,0,105,0,21,0,0,0,0,0,0,0.525,0
26,702,468,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
4,148,100,8,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.864864864,1
25,2075,450,50,225,0,0,0,0,0,0,0,125,0,25,0,0,0,25,25,0,0,0
4,76,24,4,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0.210526316,1
2,146,36,8,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0.05479452,1
7,308,98,21,0,0,0,0,0,0,0,0,35,0,7,0,0,0,0,0,0,1.113636363,0
28,2520,476,28,252,0,0,0,0,0,0,0,140,0,28,0,0,0,0,28,0,2.488888892,0
1,92,36,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0.086956522,1
2,140,98,10,4,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2,0,0.485714286,1
4,172,112,8,4,0,0,0,0,0,0,0,20,0,4,0,0,0,4,4,0,0,1
17,799,306,34,17,0,0,0,0,0,0,0,68,0,17,0,0,0,0,17,0,0,0
1,29,13,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.034482759,1
17,561,221,34,0,0,0,0,0,0,0,0,68,0,17,0,0,0,17,0,0,0,0
8,184,88,8,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,0,0,0,0
3,213,87,15,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0.126760563,1
3,183,60,9,3,0,0,0,0,0,0,0,24,0,3,0,0,0,3,3,0,0.393442623,1
26,780,572,52,0,0,0,0,0,0,0,0,78,0,26,0,0,0,26,26,0,0,0
4,296,156,12,8,0,0,0,0,0,0,0,16,0,4,0,0,0,4,4,0,0.324324324,1
4,104,52,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,1.53846154,1
14,896,294,42,0,0,0,0,0,0,0,0,70,0,14,0,0,0,14,0,0,0,0
25,1175,350,50,25,0,0,0,0,0,0,0,125,0,25,0,0,0,0,0,0,0,0
1,35,26,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
4,132,100,12,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,4,0,1.090909092,1
12,336,228,24,0,0,0,0,0,0,0,0,36,0,12,0,0,0,0,12,0,0.428571432,0
3,96,72,6,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,1
